Business_ID,Business_Name,Business_Description,Industry_Type,Business_Type,Years_in_Operation,Credit_Score,State,District,Employees,Annual_Revenue_Year1,Annual_Revenue_Year2,Annual_Revenue_Year3,Assets_Year1,Assets_Year2,Assets_Year3,Loan_Amount_Year1,Loan_Amount_Year2,Loan_Amount_Year3,Growth_Rate (%),Eligible_Schemes,Scheme_Description,Historical_Scheme_Adoption
4576,LMN Industries,A family-run textile business making handloom fabrics.,Education,Micro,12,466,Jharkhand,Hyderabad,37,42070354.18,928915.1544,4844177.901,13783053.36,9600241.244,14639804.57,5913763.073,7934607.668,9211747.993,25.05372322,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,No
4577,PQR Services,A family-run textile business making handloom fabrics.,Automobile,Small,32,704,Gujarat,Nagpur,291,28690048.44,10774178.39,5533364.008,14385991.27,17781375.56,16190845.26,4559375.227,1671968.271,3550276.938,33.86011261,Scheme D,Government-backed credit support for IT startups.,Yes
4578,PQR Services,A family-run textile business making handloom fabrics.,Manufacturing,Micro,40,528,Maharashtra,Panaji,95,30532747.81,32890386.76,30403102.82,9677093.679,2944391.298,5470605.652,8564303.403,8950939.037,7137486.008,0.096496794,Scheme B,Government-backed credit support for IT startups.,Yes
4579,LMN Industries,A family-run textile business making handloom fabrics.,Textile,Small,38,498,Gujarat,Panaji,368,41603492.31,48317968.81,6768270.901,385763.2668,8604512.499,13877431.26,1296249.171,4522400.965,4943017.237,5.104146316,Scheme C,Tax benefits for small textile businesses.,Yes
4580,XYZ Enterprises,A small manufacturing unit producing auto parts.,Education,Micro,33,646,Jharkhand,Lucknow,209,48804598.22,7605671.994,14447047.13,9240885.146,12094526.55,17681470.36,870523.4749,3512124.946,2047377.322,28.63927993,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,No
4581,PQR Services,A growing IT services company specializing in cloud solutions.,Textile,Medium,47,756,Uttarakhand,Varanasi,438,39024051.35,8124751.394,8954203.822,16259228.89,10654405.44,15718190.51,4970834.441,7817525.493,8868201.432,29.19568084,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
4582,LMN Industries,A family-run textile business making handloom fabrics.,Construction,Medium,6,859,Odisha,Vadodara,467,4720219.814,48642622.29,8572264.042,3413722.508,19680292.4,4692041.053,9576430.338,9294350.366,994807.2217,46.47269861,Scheme A,Tax benefits for small textile businesses.,Yes
4583,LMN Industries,A family-run textile business making handloom fabrics.,Automobile,Medium,25,348,Goa,Coimbatore,264,43833330.17,31809989.72,1018320.789,7427088.719,16836358.54,19260180.06,6130133.426,5781190.869,9276466.739,-6.329371924,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4584,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Textile,Micro,34,868,Rajasthan,Chandigarh,301,30182694.6,20347705.88,8547862.909,13027387.31,17245730.21,12531394.05,1578377.314,7681762.981,6857396.848,0.352529717,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,No
4585,PQR Services,A small manufacturing unit producing auto parts.,Pharmaceuticals,Micro,27,873,Rajasthan,Bangalore,28,37228674.45,43194862.81,27665793.94,4905794.351,8791430.103,3628986.266,4177420.591,4057939.482,2972195.035,13.68176366,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
4586,XYZ Enterprises,An innovative food processing startup focusing on organic products.,Construction,Medium,16,524,Jharkhand,Lucknow,447,40126204.02,16097647.34,36987264,15563097.41,7659686.403,1209183.658,9518812.2,5368555.487,4138644.36,25.63573807,Scheme D,Tax benefits for small textile businesses.,Yes
4587,XYZ Enterprises,A family-run textile business making handloom fabrics.,Retail,Small,7,772,West Bengal,Bangalore,384,20724600.84,16736594.71,18329411.03,9389784.453,6695339.276,14568537.29,7463506.788,1110217.699,4097525.224,27.49732113,Scheme B,Tax benefits for small textile businesses.,Yes
4588,PQR Services,A family-run textile business making handloom fabrics.,E-commerce,Medium,6,498,Chhattisgarh,Chennai,93,35109438.3,19729625.9,41827233.93,12570634.17,19694852.47,9631296.607,6917623.556,4170094.164,6088944.313,-8.096519178,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
4589,LMN Industries,A small manufacturing unit producing auto parts.,Retail,Medium,30,705,Uttarakhand,Vadodara,264,22868308.49,34482293.51,13165061.02,14834083.53,8716837.385,11777683.52,1294180.592,186333.2464,4923684.663,39.57014402,Scheme B,Government-backed credit support for IT startups.,Yes
4590,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Education,Small,16,378,Odisha,Kanpur,408,7482908.629,43590309.98,46490003.64,14281639.16,2195793.541,15732344.19,3557122.527,5891969.182,6101114.834,43.60051913,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,No
4591,XYZ Enterprises,A family-run textile business making handloom fabrics.,Retail,Medium,6,630,Haryana,Dehradun,89,4598894.687,47426253.36,4305982.177,10697512.1,10787485.62,19485532.73,7124672.318,3910853.609,1837103.17,33.24394579,Scheme B,Tax benefits for small textile businesses.,Yes
4592,XYZ Enterprises,A family-run textile business making handloom fabrics.,IT Services,Small,7,323,Madhya Pradesh,Visakhapatnam,10,10130612.97,27793442.05,30557244.76,18158705.7,6682148.298,12422897.05,6921030.689,5602503.279,1927223.244,27.75720608,Scheme B,Government-backed credit support for IT startups.,No
4593,LMN Industries,An innovative food processing startup focusing on organic products.,Healthcare,Micro,43,807,Haryana,Kolkata,279,8960837.56,44938902.91,18263849.23,16540903.34,3992197.138,8198828.23,379598.7343,5510765.853,8416925.407,9.915042256,Scheme C,Government-backed credit support for IT startups.,No
4594,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,IT Services,Small,46,859,Rajasthan,Jaipur,397,461054.8702,31270178.34,20564678.38,7411742.478,11464328.46,4918796.666,724049.8542,4769017.052,6212878.316,47.79077036,Scheme D,Tax benefits for small textile businesses.,Yes
4595,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,Healthcare,Small,9,771,Himachal Pradesh,Thiruvananthapuram,230,5957310.058,19534578.6,15539563.13,15288990.04,16251051.76,15752446.58,3419417.894,194562.3146,5992220.015,38.79575874,Scheme A,Tax benefits for small textile businesses.,No
4596,PQR Services,A growing IT services company specializing in cloud solutions.,Tourism,Micro,10,308,Uttarakhand,Indore,305,36002775.33,14723303.3,1693269.377,5331698.446,6286235.032,9627672.283,5545368.159,942619.5146,5427839.283,19.66565883,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,No
4597,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,Retail,Medium,42,683,Assam,Lucknow,398,6600461.985,45520423.5,12955638.52,2143688.193,7132647.351,17333724.75,1625602.407,3797182.223,8632007.132,47.66060865,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4598,XYZ Enterprises,An innovative food processing startup focusing on organic products.,Tourism,Small,24,736,Madhya Pradesh,Patna,449,41830359.02,49504202.19,14433679.62,8070133.647,14052008.02,17576122.92,4708667.879,2766977.804,5032919.917,-1.846685883,Scheme A,Government-backed credit support for IT startups.,No
4599,XYZ Enterprises,An innovative food processing startup focusing on organic products.,E-commerce,Small,17,470,Rajasthan,Agra,152,19785402.63,20997227.13,11818398.63,18050184.11,4657996.202,1467777.68,7786654.481,996200.6172,1526579.141,33.06523409,Scheme A,Tax benefits for small textile businesses.,No
4600,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Retail,Small,12,784,Assam,Hyderabad,347,39311704.98,29977411.24,12141833.55,15555327.33,7443916.305,9982677.576,6249890.633,4893092.562,2230417.026,45.86896345,Scheme D,Tax benefits for small textile businesses.,Yes
4601,PQR Services,An innovative food processing startup focusing on organic products.,Textile,Small,33,642,Tamil Nadu,Kolkata,334,33785627.45,42455923.78,42835687.26,7541068.312,13448072.47,3011515.796,9860308.921,5879787.779,8660937.369,41.44805123,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4602,XYZ Enterprises,A small manufacturing unit producing auto parts.,Retail,Small,11,877,Delhi,Agra,119,1796513.793,1327719.968,4433661.377,14092560.61,15263001.57,14982609.48,7793100.649,7871420.837,4962109.417,38.62205754,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4603,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,IT Services,Medium,19,345,Bihar,Chennai,343,39187007.99,39105969.77,40300093.93,5515684.305,9969066.15,301287.0708,2475052.356,6928571.027,6891980.368,4.886278153,Scheme C,Government-backed credit support for IT startups.,No
4604,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,IT Services,Small,17,830,Uttar Pradesh,Thiruvananthapuram,436,49380322.11,9343728.511,2174254.268,18503998.38,4792201.069,11297877.33,5072674.381,1244557.163,5380366.319,-2.123877267,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,No
4605,PQR Services,A family-run textile business making handloom fabrics.,Textile,Micro,12,795,Punjab,Jaipur,112,38637333.08,21467758.98,39434047.4,6401922.374,4953264.621,3937138.974,5538476.657,5048795.364,7612715.11,4.612781167,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
4606,PQR Services,A growing IT services company specializing in cloud solutions.,Construction,Micro,31,762,Tamil Nadu,Indore,174,41050462.99,8328036.826,34177697.5,16921905.66,12093207.04,9579020.764,6328137.405,4692263.48,9742370.08,-8.212654905,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4607,PQR Services,An innovative food processing startup focusing on organic products.,Construction,Small,5,749,Odisha,Surat,345,14370325.69,20835215.94,26240941.24,4499294.587,4394840.683,7603291.399,9593149.011,8193671.775,5638337.658,9.73263517,Scheme C,Tax benefits for small textile businesses.,No
4608,PQR Services,A family-run textile business making handloom fabrics.,Tourism,Small,18,430,Odisha,Delhi,363,8553345.955,26716672.68,13782295.97,9091262.647,15742944.67,12126655.16,2997264.423,7395917.338,3010137.054,22.73736969,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,No
4609,XYZ Enterprises,A family-run textile business making handloom fabrics.,Education,Medium,24,364,Telangana,Vadodara,496,41773273.33,18804398.03,29558002.72,2857708.828,12991764.25,13807551.98,3773833.549,9641035.783,8475063.863,-9.358103538,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
4610,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Construction,Medium,39,676,Gujarat,Chennai,76,29809803.97,16397720.69,46998359.26,514353.0515,1558462.522,2310623.251,6350722.096,6516283.57,4912411.242,3.547283202,Scheme C,Government-backed credit support for IT startups.,Yes
4611,XYZ Enterprises,A growing IT services company specializing in cloud solutions.,Food & Beverage,Medium,9,843,Gujarat,Visakhapatnam,458,27174273.99,33084402.53,39078618.1,3686481.375,14113560.26,9315684.838,3369309.682,8273965.722,4255894.348,26.74471541,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4612,LMN Industries,A family-run textile business making handloom fabrics.,Tourism,Medium,25,425,Andhra Pradesh,Madurai,282,36959879.26,10516175.36,1515625.307,11788093.37,3626760.492,5190490.74,5075745.586,2391217.331,3762734.565,15.05881295,Scheme D,Government-backed credit support for IT startups.,No
4613,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,IT Services,Medium,2,357,Delhi,Mumbai,491,25302933.45,37681001.9,22632709.93,7089356.874,16248702,6628126.592,4719594.051,2685129.803,4642398.132,43.70004052,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
4614,PQR Services,A family-run textile business making handloom fabrics.,Pharmaceuticals,Micro,7,304,Bihar,Kolkata,29,47627726.55,32398244.87,36037188.38,10243560.74,9891253.257,19338481.4,7996088.801,3930491.812,6136980.809,33.13317511,Scheme D,Government-backed credit support for IT startups.,No
4615,LMN Industries,A family-run textile business making handloom fabrics.,Education,Medium,8,328,Bihar,Dehradun,83,3448619.945,47883994.4,43227539.52,1448487.604,9444369.434,3367698.363,4812896.384,6886374.992,6775553.14,-4.152198579,Scheme D,Government-backed credit support for IT startups.,No
4616,XYZ Enterprises,An innovative food processing startup focusing on organic products.,IT Services,Micro,2,856,Rajasthan,Ludhiana,84,42405292.13,19225585.81,4216732.501,13316426.32,10118373.21,19997947.74,664788.3765,4816781.802,3879765.558,-0.727543118,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4617,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,Textile,Medium,45,632,Karnataka,Delhi,337,4220793.34,46743809.01,26048974.91,1889316.568,7110086.883,16882662.97,3003042.546,9606845.676,6338483.598,7.424751979,Scheme A,Government-backed credit support for IT startups.,Yes
4618,LMN Industries,An innovative food processing startup focusing on organic products.,Manufacturing,Small,21,647,Himachal Pradesh,Nagpur,367,27977428.52,474004.6262,4127031.854,8386753.624,4946687.913,13719616.24,7622175.964,7387800.13,4115932.643,1.709052281,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
4619,LMN Industries,A growing IT services company specializing in cloud solutions.,Tourism,Micro,6,334,Uttarakhand,Chennai,40,1480882.611,1531095.162,24839026.3,3678756.744,12982218.98,1311913.879,9844244.77,1400795.192,4907911.192,-3.496577353,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
4620,LMN Industries,A growing IT services company specializing in cloud solutions.,Education,Medium,41,775,Punjab,Chandigarh,412,7579787.724,21565068.91,12096486.36,19448875.82,1656613.186,13062269.79,8937834.958,9348722.38,9228196.254,10.11207581,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
4621,LMN Industries,An innovative food processing startup focusing on organic products.,E-commerce,Small,28,726,Punjab,Bhopal,69,10246226.3,11906845.36,16017178.65,5570927.243,945600.7329,11291606.76,402358.0705,8799590.386,6939409.073,1.307277494,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,No
4622,PQR Services,A growing IT services company specializing in cloud solutions.,Education,Micro,15,337,Chhattisgarh,Dehradun,412,2020225.536,8829513.913,44872173.5,8413253.953,10860688.38,13515217.8,8572963.8,498311.8641,2392488.782,18.71192255,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,Yes
4623,PQR Services,A small manufacturing unit producing auto parts.,Food & Beverage,Small,33,848,Madhya Pradesh,Mumbai,359,5679847.226,49873668.94,43846840.06,14148529.75,10775503.57,4974644.764,7002576.97,8401535.45,4448755.216,39.59734542,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,No
4624,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Automobile,Medium,17,596,Karnataka,Delhi,172,42795938.45,41659189.71,2398420.783,1003478.168,11688266.02,1057415.144,9420674.001,5128116.881,4219097.408,49.79423517,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4625,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Tourism,Small,13,542,Maharashtra,Guwahati,412,40863735.6,42399906.9,32611100.89,3636566.758,1522363.177,14984465.6,2277866.11,5049551.09,7809686.454,42.8276264,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,No
4626,XYZ Enterprises,A growing IT services company specializing in cloud solutions.,Pharmaceuticals,Medium,6,628,Bihar,Bangalore,378,6213849.05,42832581.33,39403148.85,573049.7906,15724589.37,7392693.211,9521960.492,821109.3967,3405906.325,-6.056150207,Scheme D,Government-backed credit support for IT startups.,No
4627,PQR Services,A growing IT services company specializing in cloud solutions.,Pharmaceuticals,Medium,37,664,Bihar,Thiruvananthapuram,413,17677543.19,17542547.11,29130173.78,3118924.096,2911124.693,13963190.45,7461137.803,7481533.328,2887306.282,5.099205352,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4628,LMN Industries,A growing IT services company specializing in cloud solutions.,Food & Beverage,Medium,25,789,Delhi,Vadodara,240,48602394.73,6197944,6342020.063,19269117.66,13492577.86,19195457.05,8706078.922,812412.3262,8717826.539,49.73867374,Scheme B,Tax benefits for small textile businesses.,No
4629,LMN Industries,An innovative food processing startup focusing on organic products.,Pharmaceuticals,Small,23,557,Himachal Pradesh,Kolkata,434,32644979.71,16235496.3,9937620.703,16386190.71,13142091.83,6028762.479,3817227.775,4388966.147,2903816.211,7.245890934,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
4630,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,Retail,Medium,44,526,Andhra Pradesh,Coimbatore,391,13421079.22,48834623.78,5653842.364,12932952.35,17163512.3,1734687.581,3335143.937,4603470.918,375935.7385,10.10270325,Scheme B,Tax benefits for small textile businesses.,Yes
4631,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Retail,Small,48,828,Telangana,Bangalore,248,5735614.347,29920180.82,47948187.66,297991.5147,13802564.78,8523252.225,7201652.017,8822587.311,7005214.038,12.15730305,Scheme D,Tax benefits for small textile businesses.,Yes
4632,XYZ Enterprises,A small manufacturing unit producing auto parts.,Automobile,Small,33,566,Odisha,Varanasi,332,23485438.72,49158945.32,36845392.54,11207311.72,14456884.25,14998281.42,9692806.473,258802.0672,8798508.728,5.389881832,Scheme D,Government-backed credit support for IT startups.,Yes
4633,XYZ Enterprises,A family-run textile business making handloom fabrics.,Construction,Medium,1,618,West Bengal,Surat,94,46659077.77,27299318.86,25026977.41,6909242.221,2395823.052,10539557.98,7787364.335,4573691.676,8694470.773,7.888216588,Scheme C,Tax benefits for small textile businesses.,No
4634,XYZ Enterprises,A family-run textile business making handloom fabrics.,Construction,Micro,12,855,Punjab,Ahmedabad,247,39979293.93,29156658.89,48591333.67,9760633.376,16612286.76,6139407.632,4260368.139,1200369.306,7295181.074,-6.294583879,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,No
4635,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Tourism,Small,47,599,Himachal Pradesh,Guwahati,74,38081902.58,3909638.358,32500526.51,1889917.216,12536464.84,13414479.06,7872400.617,203922.9373,7189458.006,15.23981673,Scheme D,Tax benefits for small textile businesses.,No
4636,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,E-commerce,Micro,19,468,Maharashtra,Pune,393,22949602.23,45659601.49,22431209.3,1994707.24,7491131.097,1065294.073,6373532.928,1593497.223,77684.9146,26.77248865,Scheme A,Tax benefits for small textile businesses.,No
4637,LMN Industries,A small manufacturing unit producing auto parts.,Healthcare,Medium,25,699,Gujarat,Surat,65,2890492.016,29619419.57,33919641.71,18825391.18,9206571.155,5884055.499,431072.4935,5750763.783,7768979.199,30.76721565,Scheme C,Government-backed credit support for IT startups.,No
4638,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Pharmaceuticals,Small,33,470,Jharkhand,Pune,347,10718206.62,8229238.087,35259456.47,15320032.23,4042607.203,8916797.41,7883747.116,7199027.35,6641919.107,28.90288505,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,Yes
4639,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Construction,Micro,21,854,Himachal Pradesh,Agra,308,39132649.97,41171557.24,35605189.42,9121650.495,857538.2324,8622105.644,6064169.776,9754123.755,7898655.435,31.12436519,Scheme A,Tax benefits for small textile businesses.,Yes
4640,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,IT Services,Medium,43,696,Bihar,Dehradun,130,3602775.48,22901418.7,30924840.92,10770203.28,5601679.734,13835201.61,5797521.425,1128678.72,2330310.753,-7.095282833,Scheme C,Tax benefits for small textile businesses.,No
4641,XYZ Enterprises,A small manufacturing unit producing auto parts.,Pharmaceuticals,Micro,19,610,Jharkhand,Kolkata,189,13191048.5,9239737.511,25907000.08,773837.4245,4639798.625,10079379.78,7531993.57,2714758.009,5073506.796,39.94409995,Scheme C,Government-backed credit support for IT startups.,No
4642,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Education,Small,9,889,Uttar Pradesh,Ludhiana,156,23326150.37,12602130.21,26424266.28,9738483.567,2086356.161,9102635.067,5369989.65,4727855.953,101705.4791,26.40736694,Scheme C,Tax benefits for small textile businesses.,No
4643,XYZ Enterprises,A small manufacturing unit producing auto parts.,IT Services,Micro,41,551,Telangana,Vadodara,482,41411239.92,14387031.39,45915399.15,15002362.57,6255681.05,13174543.16,7663912.695,8343232.998,6242395.416,33.13930632,Scheme A,Government-backed credit support for IT startups.,No
4644,LMN Industries,A family-run textile business making handloom fabrics.,Retail,Small,34,743,West Bengal,Ranchi,182,25219820.71,9904533.377,49082470.99,14483021.97,10343586.75,16143404.98,4335515.579,628927.1072,3467557.306,-1.715607828,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4645,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Manufacturing,Micro,32,386,Gujarat,Dehradun,16,45241427.89,15746368.64,23596652.09,7656947.94,13546910.12,4831781.856,2823469.299,2200875.165,5860723.11,-2.549766264,Scheme B,Government-backed credit support for IT startups.,Yes
4646,XYZ Enterprises,A family-run textile business making handloom fabrics.,E-commerce,Micro,19,342,Assam,Ludhiana,59,21164328.85,29920632.54,18131454.59,4364419.383,15593657.56,627384.8286,896755.5969,2123509.451,6361329.443,-6.837744865,Scheme C,Subsidized loans for women entrepreneurs in the food industry.,Yes
4647,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Automobile,Micro,43,516,Uttarakhand,Shimla,142,36085812.28,6048198.365,41166918.08,15504062.97,1933784.587,19705345.26,4900576.317,6232484.663,5156069.95,17.19894876,Scheme C,Tax benefits for small textile businesses.,No
4648,LMN Industries,A family-run textile business making handloom fabrics.,Retail,Medium,17,631,Himachal Pradesh,Chandigarh,249,1380684.907,3981631.622,17813128.43,2721961.15,7215416.498,16649549.92,5527811.373,8764264.92,3407700.642,-4.314361117,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,No
4649,PQR Services,A small manufacturing unit producing auto parts.,Automobile,Medium,11,847,Tamil Nadu,Indore,145,30402580.27,48789768.64,47195575.86,1548054.95,3959235.362,7380156.062,5314617.564,2740486.798,7871132.404,32.65232703,Scheme C,Subsidized loans for women entrepreneurs in the food industry.,Yes
4650,XYZ Enterprises,A growing IT services company specializing in cloud solutions.,Construction,Medium,11,710,Punjab,Delhi,377,46996872.06,6943802.808,35928846.78,19346783.19,10217617.8,5196252.029,7521604.503,76515.3008,7057744.821,-0.070718995,Scheme C,Tax benefits for small textile businesses.,No
4651,LMN Industries,A small manufacturing unit producing auto parts.,Pharmaceuticals,Micro,26,736,Karnataka,Bangalore,158,42624969.32,7051264.088,26344219.29,4961943.052,1800667.575,5910609.573,2107945.927,2039357.621,7252054.913,33.72864437,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,No
4652,LMN Industries,An innovative food processing startup focusing on organic products.,Healthcare,Small,9,625,Jharkhand,Bangalore,211,30968984.62,14569080.98,24753591.78,7162141.949,9571431.223,13845067.94,1413312.063,3708258.359,2904489.209,21.78560299,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
4653,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Manufacturing,Small,47,390,Karnataka,Madurai,384,3591145.656,44111638.95,43586972.89,134740.6908,13980921.89,9302684.33,2516177.004,4978677.364,8264364.078,19.51109331,Scheme C,Subsidized loans for women entrepreneurs in the food industry.,Yes
4654,LMN Industries,A growing IT services company specializing in cloud solutions.,Tourism,Medium,30,755,Odisha,Nagpur,265,5319709.823,14945392.96,44077717.39,11782894.85,5814872.056,12900413.25,7965888.614,3749268.65,717882.3968,7.648637687,Scheme B,Government-backed credit support for IT startups.,Yes
4655,PQR Services,A small manufacturing unit producing auto parts.,Automobile,Small,3,512,Haryana,Kanpur,304,24997960.31,30309111.61,30015960.94,9654355.192,7893882.292,917920.1396,7767777.419,6199786.178,9773153.904,6.554290261,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,No
4656,PQR Services,A family-run textile business making handloom fabrics.,Construction,Micro,43,773,Bihar,Kolkata,472,14343475.31,28503988.1,39616980.75,1717376.364,16735299.7,10910395.53,5545925.649,3719390.835,918705.9172,-7.097067374,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
4657,PQR Services,A growing IT services company specializing in cloud solutions.,Construction,Micro,37,887,Uttarakhand,Ahmedabad,391,3342842.601,39926074.57,9275853.275,5400000.32,14162107.51,4620550.319,6576301.158,5243486.609,5564922.612,-0.113247688,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
4658,PQR Services,A growing IT services company specializing in cloud solutions.,Manufacturing,Medium,36,455,Bihar,Chennai,483,27103501.36,28221913.05,17312052.57,10169326.68,16890185.84,14998012.27,7636719.094,7595090.745,889622.32,38.80240566,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,Yes
4659,LMN Industries,An innovative food processing startup focusing on organic products.,Automobile,Micro,38,691,Delhi,Surat,343,6118014.056,38674532.9,2879117.278,3784404.112,3940491.69,18715455.96,3373846.081,8211188.714,4140538.504,39.90908356,Scheme A,Tax benefits for small textile businesses.,Yes
4660,PQR Services,A growing IT services company specializing in cloud solutions.,Retail,Medium,9,706,Madhya Pradesh,Guwahati,385,36635285.07,39620807.73,8233693.329,6546403.493,4549490.94,2652982.585,9916230.366,8340556.511,8028115.967,-0.642940384,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
4661,PQR Services,An innovative food processing startup focusing on organic products.,IT Services,Micro,38,675,Bihar,Dehradun,452,6926514.83,26982113.99,26791633.21,5681282.835,4471711.616,5867225.907,8589073.964,2155383.046,4417684.36,14.02247611,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,No
4662,LMN Industries,A small manufacturing unit producing auto parts.,IT Services,Small,18,423,Uttarakhand,Lucknow,199,29558019.66,34817745.19,6672950.227,15653786.22,11761004.8,5912042.561,8729182.626,354027.9588,7771969.631,-3.891913106,Scheme C,Tax benefits for small textile businesses.,Yes
4663,LMN Industries,A small manufacturing unit producing auto parts.,Tourism,Micro,41,619,Gujarat,Panaji,47,38067184.44,35131521.48,43515096.38,1107606.633,2179821.42,16412964.32,4158947.744,9525318.35,4175183.1,45.96583992,Scheme A,Government-backed credit support for IT startups.,No
4664,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,IT Services,Medium,44,317,Bihar,Shimla,229,1498574.894,1841155.449,9839064.886,11288852.28,2723557.218,1323915.25,4818728.616,4021873.384,1880770.121,18.63629566,Scheme B,Tax benefits for small textile businesses.,Yes
4665,PQR Services,An innovative food processing startup focusing on organic products.,Automobile,Small,4,621,Jharkhand,Nagpur,104,4383724.179,36310949.22,26921559.12,8625817.776,13662021.57,1876492.591,3284395.34,8633911.782,2377594.363,11.28451707,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
4666,LMN Industries,A growing IT services company specializing in cloud solutions.,Retail,Micro,17,703,West Bengal,Mumbai,293,10420883.94,8689763.081,43377461.32,4129750.312,1239543.55,2199068.353,8314352.369,9194069.735,9066609.52,16.96585947,Scheme D,Tax benefits for small textile businesses.,No
4667,PQR Services,A growing IT services company specializing in cloud solutions.,Retail,Small,11,589,Delhi,Panaji,219,19256209.3,2385979.438,41192406.26,13666788.27,10529186.86,6742636.941,4955343.671,4032123.522,2105823.235,7.687036766,Scheme A,Tax benefits for small textile businesses.,Yes
4668,XYZ Enterprises,An innovative food processing startup focusing on organic products.,E-commerce,Micro,8,640,Assam,Lucknow,20,49491284.42,25827968.34,14931640.41,16684548.7,16145831.84,11605431.81,2802334.045,1191794.974,8549504.591,28.76996156,Scheme D,Government-backed credit support for IT startups.,No
4669,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Automobile,Micro,12,588,Rajasthan,Bhopal,72,3050851.011,38499969.79,37945420.21,133273.4359,3782404.582,8456201.387,7293361.492,3334031.247,2769861.948,44.98442527,Scheme D,Tax benefits for small textile businesses.,No
4670,PQR Services,A small manufacturing unit producing auto parts.,Pharmaceuticals,Micro,33,640,Himachal Pradesh,Ranchi,358,7555749.92,27611546.69,30400532.8,14582106.05,15522431.54,11000998.64,6819088.456,9165177.681,1354129.838,29.3541588,Scheme B,Tax benefits for small textile businesses.,Yes
